Navn,Stasjon,Tid,Nedbør,Lufttemperatur,Vindretning,Middelvind
Høvringen II,SN16271,17.01.2021 07:00,0,-14.6,274,1.2
Høvringen II,SN16271,17.01.2021 08:00,0,-14.6,269,0.9
Høvringen II,SN16271,17.01.2021 09:00,0,-14.6,271,0.8
Høvringen II,SN16271,17.01.2021 10:00,0,-13.1,265,2.3
Høvringen II,SN16271,17.01.2021 11:00,0,-14,270,1
Høvringen II,SN16271,17.01.2021 12:00,0,-13,265,3.4
Høvringen II,SN16271,17.01.2021 13:00,0,-13.3,268,0.8
Høvringen II,SN16271,17.01.2021 14:00,0,-12.4,254,5.1
Høvringen II,SN16271,17.01.2021 15:00,0,-12.8,262,2.5
Høvringen II,SN16271,17.01.2021 16:00,0,-12.8,254,5.7
Høvringen II,SN16271,17.01.2021 17:00,0,-12.9,251,5
Høvringen II,SN16271,17.01.2021 18:00,0,-13,254,4.4
Høvringen II,SN16271,17.01.2021 19:00,0,-12.8,266,3.7
Høvringen II,SN16271,17.01.2021 20:00,0,-14.3,273,1.1
Høvringen II,SN16271,17.01.2021 21:00,0,-13.9,268,1.7
Høvringen II,SN16271,17.01.2021 22:00,0,-12.2,268,1.5
Høvringen II,SN16271,17.01.2021 23:00,0,-12.5,271,1
Høvringen II,SN16271,18.01.2021 00:00,0,-11.2,269,1.4
Høvringen II,SN16271,18.01.2021 01:00,0,-13.1,269,0.7
Høvringen II,SN16271,18.01.2021 02:00,0,-13.6,269,0.8
Høvringen II,SN16271,18.01.2021 03:00,0,-11.5,267,1.6
Høvringen II,SN16271,18.01.2021 04:00,0,-11,271,0.8
Høvringen II,SN16271,18.01.2021 05:00,0,-9.4,271,1.5
Høvringen II,SN16271,18.01.2021 06:00,0,-9.2,268,1.4
Høvringen II,SN16271,18.01.2021 07:00,0,-9.3,270,2
Høvringen II,SN16271,18.01.2021 08:00,0,-8.6,270,0.9
Høvringen II,SN16271,18.01.2021 09:00,0,-10.4,271,1.2
Høvringen II,SN16271,18.01.2021 10:00,0,-10.4,268,1
Høvringen II,SN16271,18.01.2021 11:00,0,-7,260,3.9
Høvringen II,SN16271,18.01.2021 12:00,0,-6,261,6.1
Høvringen II,SN16271,18.01.2021 13:00,0,-6.4,263,3.6
Høvringen II,SN16271,18.01.2021 14:00,0,-6.8,261,3.5
Høvringen II,SN16271,18.01.2021 15:00,0,-7.3,259,3.7
Høvringen II,SN16271,18.01.2021 16:00,0,-6.7,260,6.3
Høvringen II,SN16271,18.01.2021 17:00,0,-6.4,259,3.4
Høvringen II,SN16271,18.01.2021 18:00,0,-6.3,260,3.5
Høvringen II,SN16271,18.01.2021 19:00,0,-6.4,262,3.4
Høvringen II,SN16271,18.01.2021 20:00,0,-6.1,261,2.9
Høvringen II,SN16271,18.01.2021 21:00,0,-6.3,262,3.2
Høvringen II,SN16271,18.01.2021 22:00,0,-5.8,257,3.9
Høvringen II,SN16271,18.01.2021 23:00,0,-5.8,262,3.4
Høvringen II,SN16271,19.01.2021 00:00,0,-5.9,267,0.8
Høvringen II,SN16271,19.01.2021 01:00,0,-5.6,262,2.7
Høvringen II,SN16271,19.01.2021 02:00,0,-5.9,260,3.1
Høvringen II,SN16271,19.01.2021 03:00,0,-6.5,263,1.9
Høvringen II,SN16271,19.01.2021 04:00,0,-6.8,261,2.9
Høvringen II,SN16271,19.01.2021 05:00,0,-6.5,265,1.6
Høvringen II,SN16271,19.01.2021 06:00,0,-6.5,254,5.5
Høvringen II,SN16271,19.01.2021 07:00,0,-6.3,262,3
Høvringen II,SN16271,19.01.2021 08:00,0,-6.4,257,3.6
Høvringen II,SN16271,19.01.2021 09:00,0,-7,262,2.5
Høvringen II,SN16271,19.01.2021 10:00,0,-6.5,258,5.1
Høvringen II,SN16271,19.01.2021 11:00,0,-6.6,260,5.9
Høvringen II,SN16271,19.01.2021 12:00,0,-6.3,249,5.3
Høvringen II,SN16271,19.01.2021 13:00,0.1,-6.5,256,4.5
Høvringen II,SN16271,19.01.2021 14:00,0,-6.6,256,5.6
Høvringen II,SN16271,19.01.2021 15:00,0,-6.5,257,5.7
Høvringen II,SN16271,19.01.2021 16:00,0,-6.6,259,4.6
Høvringen II,SN16271,19.01.2021 17:00,0,-6.4,260,5.3
Høvringen II,SN16271,19.01.2021 18:00,0,-6.2,260,4.8
Høvringen II,SN16271,19.01.2021 19:00,0,-6.1,249,5.5
Høvringen II,SN16271,19.01.2021 20:00,0,-6.1,248,5.8
Høvringen II,SN16271,19.01.2021 21:00,0,-6.1,250,5.4
Høvringen II,SN16271,19.01.2021 22:00,0.2,-6.1,259,6.5
Høvringen II,SN16271,19.01.2021 23:00,0.1,-6,251,4.8
Høvringen II,SN16271,20.01.2021 00:00,0.3,-5.8,251,5.3
Høvringen II,SN16271,20.01.2021 01:00,0,-5.8,250,5.4
Høvringen II,SN16271,20.01.2021 02:00,0,-6,247,5.8
Høvringen II,SN16271,20.01.2021 03:00,0,-6,260,5.2
Høvringen II,SN16271,20.01.2021 04:00,0.1,-6.1,261,4.7
Høvringen II,SN16271,20.01.2021 05:00,0,-6.1,260,5
Høvringen II,SN16271,20.01.2021 06:00,0,-6.1,248,6.6
Høvringen II,SN16271,20.01.2021 07:00,0,-6,252,5.7
Høvringen II,SN16271,20.01.2021 08:00,0,-5.8,250,5.5
Høvringen II,SN16271,20.01.2021 09:00,0,-5.6,255,6.5
Høvringen II,SN16271,20.01.2021 10:00,0,-5.7,250,7.4
Høvringen II,SN16271,20.01.2021 11:00,0.1,-5.4,253,7.1
Høvringen II,SN16271,20.01.2021 12:00,0,-5.3,254,6.1
Høvringen II,SN16271,20.01.2021 13:00,0.2,-5.1,246,7.5
Høvringen II,SN16271,20.01.2021 14:00,0,-5.2,248,8.3
Høvringen II,SN16271,20.01.2021 15:00,0.1,-5.1,250,7.7
Høvringen II,SN16271,20.01.2021 16:00,0.2,-5,248,8.8
Høvringen II,SN16271,20.01.2021 17:00,0.2,-4.9,245,8.8
Høvringen II,SN16271,20.01.2021 18:00,0.2,-5.1,246,9.3
Høvringen II,SN16271,20.01.2021 19:00,0.3,-5,245,9.5
Høvringen II,SN16271,20.01.2021 20:00,0.3,-4.8,235,10.2
Høvringen II,SN16271,20.01.2021 21:00,0.2,-4.7,233,10.3
Høvringen II,SN16271,20.01.2021 22:00,0.1,-4.8,245,8.8
Høvringen II,SN16271,20.01.2021 23:00,0.1,-4.9,245,8.3
Høvringen II,SN16271,21.01.2021 00:00,0.2,-4.9,247,8.9
Høvringen II,SN16271,21.01.2021 01:00,0.1,-4.9,251,8.3
Høvringen II,SN16271,21.01.2021 02:00,0.2,-4.9,249,8.4
Høvringen II,SN16271,21.01.2021 03:00,0.3,-4.9,241,9.2
Høvringen II,SN16271,21.01.2021 04:00,0.2,-4.9,240,8.8
Høvringen II,SN16271,21.01.2021 05:00,0.3,-4.7,235,9.7
Høvringen II,SN16271,21.01.2021 06:00,0.2,-4.5,230,9.9
Høvringen II,SN16271,21.01.2021 07:00,0.4,-4.1,223,10.7
Høvringen II,SN16271,21.01.2021 08:00,0.3,-3.7,225,10.4
Høvringen II,SN16271,21.01.2021 09:00,0.3,-3.5,224,10.5
Høvringen II,SN16271,21.01.2021 10:00,0.2,-2.4,225,10.3
Høvringen II,SN16271,21.01.2021 11:00,0.1,-2.1,228,10
Høvringen II,SN16271,21.01.2021 12:00,0,-1.8,230,9.7
Høvringen II,SN16271,21.01.2021 13:00,0,-1.3,235,9.9
Høvringen II,SN16271,21.01.2021 14:00,0.3,-1.1,234,10.4
Høvringen II,SN16271,21.01.2021 15:00,0.2,-1.3,235,9.9
Høvringen II,SN16271,21.01.2021 16:00,0.1,-1.8,223,11.4
Høvringen II,SN16271,21.01.2021 17:00,0.3,-1.7,240,8.4
Høvringen II,SN16271,21.01.2021 18:00,0.4,-2,225,10.3
Høvringen II,SN16271,21.01.2021 19:00,0.1,-2.4,246,6.2
Høvringen II,SN16271,21.01.2021 20:00,0.1,-2.4,238,7.8
Høvringen II,SN16271,21.01.2021 21:00,0.1,-2.8,242,6.9
Høvringen II,SN16271,21.01.2021 22:00,0.1,-2.8,245,6.3
Høvringen II,SN16271,21.01.2021 23:00,0,-2.6,248,5.6
Høvringen II,SN16271,22.01.2021 00:00,0,-2.8,251,6.3
Høvringen II,SN16271,22.01.2021 01:00,0,-2.8,256,7.7
Høvringen II,SN16271,22.01.2021 02:00,0,-2.6,228,10.7
Høvringen II,SN16271,22.01.2021 03:00,0.1,-2.5,220,11.4
Høvringen II,SN16271,22.01.2021 04:00,0.2,-2.1,224,10.5
Høvringen II,SN16271,22.01.2021 05:00,0.3,-1.8,224,10.3
Høvringen II,SN16271,22.01.2021 06:00,0.3,-1.8,220,11.1
Høvringen II,SN16271,22.01.2021 07:00,0.3,-1.9,217,11.7
Høvringen II,SN16271,22.01.2021 08:00,0.3,-2,227,9.9
Høvringen II,SN16271,22.01.2021 09:00,0.3,-2.3,223,10.8
Høvringen II,SN16271,22.01.2021 10:00,0.3,-2.7,215,12.2
Høvringen II,SN16271,22.01.2021 11:00,0.1,-2.7,226,10.1
Høvringen II,SN16271,22.01.2021 12:00,0.1,-2.4,233,9.2
Høvringen II,SN16271,22.01.2021 13:00,0.2,-2.5,233,9.3
Høvringen II,SN16271,22.01.2021 14:00,0.3,-2.7,227,10.4
Høvringen II,SN16271,22.01.2021 15:00,0.2,-2.5,233,10.3
Høvringen II,SN16271,22.01.2021 16:00,0.2,-2.6,236,9.7
Høvringen II,SN16271,22.01.2021 17:00,0.1,-2.8,238,9.4
Høvringen II,SN16271,22.01.2021 18:00,0,-3,246,7.5
Høvringen II,SN16271,22.01.2021 19:00,0.1,-2.8,256,7.1
Høvringen II,SN16271,22.01.2021 20:00,0,-3,257,5.2
Høvringen II,SN16271,22.01.2021 21:00,0.1,-3,261,3.5
Høvringen II,SN16271,22.01.2021 22:00,0,-3.1,260,4.4
Høvringen II,SN16271,22.01.2021 23:00,0,-3.2,263,3.3
Høvringen II,SN16271,23.01.2021 00:00,0,-3.2,260,3.7
Høvringen II,SN16271,23.01.2021 01:00,0,-3.5,256,4.2
Høvringen II,SN16271,23.01.2021 02:00,0,-3.8,262,3.3
Høvringen II,SN16271,23.01.2021 03:00,0,-4.5,268,1.8
Høvringen II,SN16271,23.01.2021 04:00,0,-4.6,265,3
Høvringen II,SN16271,23.01.2021 05:00,0,-4,265,2.3
Høvringen II,SN16271,23.01.2021 06:00,0.1,-4.1,265,2.1
Høvringen II,SN16271,23.01.2021 07:00,0.2,-4.6,264,2.2
Høvringen II,SN16271,23.01.2021 08:00,0.2,-4.9,272,0.8
Høvringen II,SN16271,23.01.2021 09:00,0.1,-5.1,270,1.6
Høvringen II,SN16271,23.01.2021 10:00,0,-4.4,266,1.6
Høvringen II,SN16271,23.01.2021 11:00,0,-4.8,263,2.3
Høvringen II,SN16271,23.01.2021 12:00,0,-3.1,268,0.9
Høvringen II,SN16271,23.01.2021 13:00,0,-2.9,272,1
Høvringen II,SN16271,23.01.2021 14:00,0,-2.2,269,2.5
Høvringen II,SN16271,23.01.2021 15:00,0,-2.9,260,5.4
Høvringen II,SN16271,23.01.2021 16:00,0,-3,269,3.8
Høvringen II,SN16271,23.01.2021 17:00,0,-3.3,269,2.5
Høvringen II,SN16271,23.01.2021 18:00,0,-3.5,263,5.1
Høvringen II,SN16271,23.01.2021 19:00,0,-4,263,3.8
Høvringen II,SN16271,23.01.2021 20:00,0.1,-3.8,265,3.6
Høvringen II,SN16271,23.01.2021 21:00,0.1,-4.2,272,0.7
Høvringen II,SN16271,23.01.2021 22:00,0.1,-4.1,263,2.3
Høvringen II,SN16271,23.01.2021 23:00,0.2,-4.1,269,1.1
Høvringen II,SN16271,24.01.2021 00:00,0,-4.1,265,2.3
Høvringen II,SN16271,24.01.2021 01:00,0.1,-4.2,272,1
Høvringen II,SN16271,24.01.2021 02:00,0.1,-4.8,272,0.6
Høvringen II,SN16271,24.01.2021 03:00,0.2,-5.4,273,1.2
Høvringen II,SN16271,24.01.2021 04:00,0,-7.5,273,1.8
Høvringen II,SN16271,24.01.2021 05:00,0,-6.4,269,1.2
Høvringen II,SN16271,24.01.2021 06:00,0.1,-9.4,268,1.6
Høvringen II,SN16271,24.01.2021 07:00,0,-10.9,267,0.9
Høvringen II,SN16271,24.01.2021 08:00,0,-10,274,2.1
Høvringen II,SN16271,24.01.2021 09:00,0,-10.1,261,2.6
Høvringen II,SN16271,24.01.2021 10:00,0,-12.5,274,1.6
Høvringen II,SN16271,24.01.2021 11:00,0,-10.5,262,2.4
Høvringen II,SN16271,24.01.2021 12:00,0,-9.9,272,1
Høvringen II,SN16271,24.01.2021 13:00,0,-10.2,268,1
Høvringen II,SN16271,24.01.2021 14:00,0,-9.7,278,2.6
Høvringen II,SN16271,24.01.2021 15:00,0,-13.3,270,0.6
Høvringen II,SN16271,24.01.2021 16:00,0,-13,263,3.1
Høvringen II,SN16271,24.01.2021 17:00,0,-14.5,271,1.2
Høvringen II,SN16271,24.01.2021 18:00,0,-13.7,267,1.5
Høvringen II,SN16271,24.01.2021 19:00,0,-15.6,270,1.5
Høvringen II,SN16271,24.01.2021 20:00,0,-15.9,265,2.2
Høvringen II,SN16271,24.01.2021 21:00,0,-16.9,266,2
Høvringen II,SN16271,24.01.2021 22:00,0,-15.3,262,3
Høvringen II,SN16271,24.01.2021 23:00,0,-16.9,269,2
Høvringen II,SN16271,25.01.2021 00:00,0,-17.8,269,1.1
Høvringen II,SN16271,25.01.2021 01:00,0,-17.8,269,0.7
Høvringen II,SN16271,25.01.2021 02:00,0,-17.9,268,1.2
Høvringen II,SN16271,25.01.2021 03:00,0,-19.1,265,1.7
Høvringen II,SN16271,25.01.2021 04:00,0,-19.3,268,0.5
Høvringen II,SN16271,25.01.2021 05:00,0,-17.3,270,1.3
Høvringen II,SN16271,25.01.2021 06:00,0,-16.8,275,2
Høvringen II,SN16271,25.01.2021 07:00,0,-16.8,274,1.7
Høvringen II,SN16271,25.01.2021 08:00,0,-17.2,269,1.2
Høvringen II,SN16271,25.01.2021 09:00,0,-17.5,273,1.5
Høvringen II,SN16271,25.01.2021 10:00,0,-17.3,271,1.3
Høvringen II,SN16271,25.01.2021 11:00,0,-16,271,0.9
Høvringen II,SN16271,25.01.2021 12:00,0,-14.7,272,0.9
Høvringen II,SN16271,25.01.2021 13:00,0,-14.8,273,1.2
Høvringen II,SN16271,25.01.2021 14:00,0,-14.3,272,1.4
Høvringen II,SN16271,25.01.2021 15:00,0,-15.6,275,2
Høvringen II,SN16271,25.01.2021 16:00,0,-15.6,278,2.7
Høvringen II,SN16271,25.01.2021 17:00,0,-15.8,275,1.8
Høvringen II,SN16271,25.01.2021 18:00,0,-15.5,276,2.2
Høvringen II,SN16271,25.01.2021 19:00,0,-15.8,279,3.2
Høvringen II,SN16271,25.01.2021 20:00,0,-14.2,273,1.1
Høvringen II,SN16271,25.01.2021 21:00,0,-15.5,271,1.5
Høvringen II,SN16271,25.01.2021 22:00,0,-14.4,274,1.5
Høvringen II,SN16271,25.01.2021 23:00,0,-13.8,268,0.8
Høvringen II,SN16271,26.01.2021 00:00,0,-14,274,1.4
Høvringen II,SN16271,26.01.2021 01:00,0,-13.5,268,1.2
Høvringen II,SN16271,26.01.2021 02:00,0,-11.8,270,1.4
Høvringen II,SN16271,26.01.2021 03:00,0,-10.7,271,1.2
Høvringen II,SN16271,26.01.2021 04:00,0,-11.8,268,1.4
Høvringen II,SN16271,26.01.2021 05:00,0,-10.7,268,1.1
Høvringen II,SN16271,26.01.2021 06:00,0,-11.6,271,0.8
Høvringen II,SN16271,26.01.2021 07:00,0,-11.4,266,1.6
Høvringen II,SN16271,26.01.2021 08:00,0,-10.1,278,2.9
Høvringen II,SN16271,26.01.2021 09:00,0,-13.1,269,1.4
Høvringen II,SN16271,26.01.2021 10:00,0,-12.4,262,2.8
Høvringen II,SN16271,26.01.2021 11:00,0,-10.8,262,2.3
Høvringen II,SN16271,26.01.2021 12:00,0,-10.8,273,1.2
Høvringen II,SN16271,26.01.2021 13:00,0,-12.1,270,0.8
Høvringen II,SN16271,26.01.2021 14:00,0,-11.2,264,1.8
Høvringen II,SN16271,26.01.2021 15:00,0,-13.8,271,0.8
Høvringen II,SN16271,26.01.2021 16:00,0,-14.3,270,1.7
Høvringen II,SN16271,26.01.2021 17:00,0,-13.8,267,1.3
Høvringen II,SN16271,26.01.2021 18:00,0,-14.5,269,1
Høvringen II,SN16271,26.01.2021 19:00,0,-14,271,1.2
Høvringen II,SN16271,26.01.2021 20:00,0,-12.3,274,1.1
Høvringen II,SN16271,26.01.2021 21:00,0,-11.3,270,0.7
Høvringen II,SN16271,26.01.2021 22:00,0.1,-10.9,270,1.1
Høvringen II,SN16271,26.01.2021 23:00,0.2,-11.2,265,2.4
Høvringen II,SN16271,27.01.2021 00:00,0,-10.9,271,0.8
Høvringen II,SN16271,27.01.2021 01:00,0,-12.7,272,0.8
Høvringen II,SN16271,27.01.2021 02:00,0,-11.5,270,0.7
Høvringen II,SN16271,27.01.2021 03:00,0,-11.1,268,0.7
Høvringen II,SN16271,27.01.2021 04:00,0,-12.1,269,0.8
Høvringen II,SN16271,27.01.2021 05:00,0,-15,269,1.4
Høvringen II,SN16271,27.01.2021 06:00,0,-15.6,273,1.6
Høvringen II,SN16271,27.01.2021 07:00,0,-16,278,2.4
Høvringen II,SN16271,27.01.2021 08:00,0,-15.9,268,2.5
Høvringen II,SN16271,27.01.2021 09:00,0,-16.1,273,1.8
Høvringen II,SN16271,27.01.2021 10:00,0,-16.5,271,1.2
Høvringen II,SN16271,27.01.2021 11:00,0,-15.8,273,1.3
Høvringen II,SN16271,27.01.2021 12:00,0,-14.4,269,1.2
Høvringen II,SN16271,27.01.2021 13:00,0,-13.5,270,0.6
Høvringen II,SN16271,27.01.2021 14:00,0,-14.1,273,1.4
Høvringen II,SN16271,27.01.2021 15:00,0,-15.8,270,1
Høvringen II,SN16271,27.01.2021 16:00,0,-15.4,271,0.9
Høvringen II,SN16271,27.01.2021 17:00,0,-15.5,270,1.6
Høvringen II,SN16271,27.01.2021 18:00,0,-17.5,272,1
Høvringen II,SN16271,27.01.2021 19:00,0,-16.7,270,0.5
Høvringen II,SN16271,27.01.2021 20:00,0,-14.9,269,0.9
Høvringen II,SN16271,27.01.2021 21:00,0,-12.6,269,0.7
Høvringen II,SN16271,27.01.2021 22:00,0,-11,262,2
Høvringen II,SN16271,27.01.2021 23:00,0.1,-11.8,267,1.1
Høvringen II,SN16271,28.01.2021 00:00,0,-13.8,265,2.4
Høvringen II,SN16271,28.01.2021 01:00,0.1,-12.8,265,1.5
Høvringen II,SN16271,28.01.2021 02:00,0,-14.4,269,1.1
Høvringen II,SN16271,28.01.2021 03:00,0,-12.4,278,2.3
Høvringen II,SN16271,28.01.2021 04:00,0,-14.7,272,1.6
Høvringen II,SN16271,28.01.2021 05:00,0,-14.1,269,1.4
Høvringen II,SN16271,28.01.2021 06:00,0,-15.8,276,1.8
Høvringen II,SN16271,28.01.2021 07:00,0,-14.8,269,1.1
Høvringen II,SN16271,28.01.2021 08:00,0,-14.9,272,1
Høvringen II,SN16271,28.01.2021 09:00,0,-15.3,272,1.6
Høvringen II,SN16271,28.01.2021 10:00,0,-14.9,270,1.5
Høvringen II,SN16271,28.01.2021 11:00,0,-11.4,253,4.6
Høvringen II,SN16271,28.01.2021 12:00,0,-13.7,261,2.6
Høvringen II,SN16271,28.01.2021 13:00,0,-13.1,265,1.7
Høvringen II,SN16271,28.01.2021 14:00,0,-12.3,270,1
Høvringen II,SN16271,28.01.2021 15:00,0,-14.2,270,0.6
Høvringen II,SN16271,28.01.2021 16:00,0,-14.6,267,2
Høvringen II,SN16271,28.01.2021 17:00,0,-15.1,269,1.5
Høvringen II,SN16271,28.01.2021 18:00,0,-15.2,268,2.5
Høvringen II,SN16271,28.01.2021 19:00,0,-16.1,268,1.7
Høvringen II,SN16271,28.01.2021 20:00,0,-16.8,270,1.1
Høvringen II,SN16271,28.01.2021 21:00,0,-16.6,270,1.6
Høvringen II,SN16271,28.01.2021 22:00,0,-15.6,267,2.5
Høvringen II,SN16271,28.01.2021 23:00,0,-16.6,267,2.1
Høvringen II,SN16271,29.01.2021 00:00,0,-16.4,268,1.7
Høvringen II,SN16271,29.01.2021 01:00,0,-17.1,272,1.2
Høvringen II,SN16271,29.01.2021 02:00,0,-16.6,268,1.9
Høvringen II,SN16271,29.01.2021 03:00,0,-17.9,269,1.2
Høvringen II,SN16271,29.01.2021 04:00,0,-16.3,275,1.8
Høvringen II,SN16271,29.01.2021 05:00,0,-17,277,2.3
Høvringen II,SN16271,29.01.2021 06:00,0,-14.6,260,3.4
Høvringen II,SN16271,29.01.2021 07:00,0,-16.6,275,1.8
Høvringen II,SN16271,29.01.2021 08:00,0,-15,267,2.6
Høvringen II,SN16271,29.01.2021 09:00,0,-17.3,269,1.7
Høvringen II,SN16271,29.01.2021 10:00,0,-17.7,269,2.3
Høvringen II,SN16271,29.01.2021 11:00,0,-16,270,1.3
Høvringen II,SN16271,29.01.2021 12:00,0,-15.2,267,2.1
Høvringen II,SN16271,29.01.2021 13:00,0,-12.9,259,3.2
Høvringen II,SN16271,29.01.2021 14:00,0,-13.8,264,2.4
Høvringen II,SN16271,29.01.2021 15:00,0,-12.4,264,2.3
Høvringen II,SN16271,29.01.2021 16:00,0,-13.4,251,5.3
Høvringen II,SN16271,29.01.2021 17:00,0,-13.5,271,0.9
Høvringen II,SN16271,29.01.2021 18:00,0,-14.5,270,1.1
Høvringen II,SN16271,29.01.2021 19:00,0,-11.2,267,1.4
Høvringen II,SN16271,29.01.2021 20:00,0,-12.1,269,1.1
Høvringen II,SN16271,29.01.2021 21:00,0,-11.7,264,2.1
Høvringen II,SN16271,29.01.2021 22:00,0,-12,269,1.6
Høvringen II,SN16271,29.01.2021 23:00,0,-13.4,274,1.5
Høvringen II,SN16271,30.01.2021 00:00,0,-10.4,267,1.6
Høvringen II,SN16271,30.01.2021 01:00,0.1,-9.8,265,1.4
Høvringen II,SN16271,30.01.2021 02:00,0,-11,279,2.9
Høvringen II,SN16271,30.01.2021 03:00,0,-11.7,269,1.1
Høvringen II,SN16271,30.01.2021 04:00,0,-11.1,272,1.2
Høvringen II,SN16271,30.01.2021 05:00,0,-9.9,275,1.5
Høvringen II,SN16271,30.01.2021 06:00,0,-9.2,262,2
Høvringen II,SN16271,30.01.2021 07:00,0,-8.1,278,2.7
Høvringen II,SN16271,30.01.2021 08:00,0,-8.8,280,2.7
Høvringen II,SN16271,30.01.2021 09:00,0,-8.5,282,3.1
Høvringen II,SN16271,30.01.2021 10:00,0,-10.9,266,1.2
Høvringen II,SN16271,30.01.2021 11:00,0,-10.2,265,1.5
Høvringen II,SN16271,30.01.2021 12:00,0,-9,265,1.4
Høvringen II,SN16271,30.01.2021 13:00,0,-7.6,272,1.4
Høvringen II,SN16271,30.01.2021 14:00,0,-9.3,268,1.6
Høvringen II,SN16271,30.01.2021 15:00,0,-9,269,1.5
Høvringen II,SN16271,30.01.2021 16:00,0,-9.2,271,1.1
Høvringen II,SN16271,30.01.2021 17:00,0,-9.9,266,1.3
Høvringen II,SN16271,30.01.2021 18:00,0,-8.7,275,1.3
Høvringen II,SN16271,30.01.2021 19:00,0,-9.1,278,2
Høvringen II,SN16271,30.01.2021 20:00,0.1,-9.4,270,0.4
Høvringen II,SN16271,30.01.2021 21:00,0,-11.3,271,1.1
Høvringen II,SN16271,30.01.2021 22:00,0.1,-11.7,273,1.1
Høvringen II,SN16271,30.01.2021 23:00,0,-10.1,266,1.2
Høvringen II,SN16271,31.01.2021 00:00,0,-9.8,278,2.7
Høvringen II,SN16271,31.01.2021 01:00,0,-10.5,275,1.4
Høvringen II,SN16271,31.01.2021 02:00,0,-10.9,273,1.4
Høvringen II,SN16271,31.01.2021 03:00,0,-11.8,270,1.2
Høvringen II,SN16271,31.01.2021 04:00,0,-8.4,278,2.3
Høvringen II,SN16271,31.01.2021 05:00,0.1,-10.4,275,1.5
Høvringen II,SN16271,31.01.2021 06:00,0,-9.3,281,2.7
Høvringen II,SN16271,31.01.2021 07:00,0,-10.5,280,2.4
Høvringen II,SN16271,31.01.2021 08:00,0,-9.6,280,2.8
Høvringen II,SN16271,31.01.2021 09:00,0,-13.4,273,1.6
Høvringen II,SN16271,31.01.2021 10:00,0,-13.3,272,2.1
Høvringen II,SN16271,31.01.2021 11:00,0,-12.5,265,2.5
Høvringen II,SN16271,31.01.2021 12:00,0,-10.1,270,1.1
Høvringen II,SN16271,31.01.2021 13:00,0,-9.6,273,1.5
Høvringen II,SN16271,31.01.2021 14:00,0,-8.9,282,3
Høvringen II,SN16271,31.01.2021 15:00,0,-11,274,1.7
Høvringen II,SN16271,31.01.2021 16:00,0,-11.7,266,1.7
Høvringen II,SN16271,31.01.2021 17:00,0,-12.2,275,2.1
Høvringen II,SN16271,31.01.2021 18:00,0,-13.3,271,1.5
Høvringen II,SN16271,31.01.2021 19:00,0,-13.5,277,2.3
Høvringen II,SN16271,31.01.2021 20:00,0,-14.7,272,1.1
Høvringen II,SN16271,31.01.2021 21:00,0,-16.1,272,1.1
Høvringen II,SN16271,31.01.2021 22:00,0,-16.9,271,1.6
Høvringen II,SN16271,31.01.2021 23:00,0,-16.3,269,0.7
Høvringen II,SN16271,01.02.2021 00:00,0,-16.2,271,0.7
Høvringen II,SN16271,01.02.2021 01:00,0,-16.2,270,0.8
Høvringen II,SN16271,01.02.2021 02:00,0,-17.5,273,1.3
Høvringen II,SN16271,01.02.2021 03:00,0,-18.1,269,1.3
Høvringen II,SN16271,01.02.2021 04:00,0,-16.7,267,2.4
Høvringen II,SN16271,01.02.2021 05:00,0,-18.3,266,2.3
Høvringen II,SN16271,01.02.2021 06:00,0,-18.5,267,2
Høvringen II,SN16271,01.02.2021 07:00,0,-18.4,265,2.3
Høvringen II,SN16271,01.02.2021 08:00,0,-19.1,268,1.6
Høvringen II,SN16271,01.02.2021 09:00,0,-18.9,270,0.8
Høvringen II,SN16271,01.02.2021 10:00,0,-18,275,1.8
Høvringen II,SN16271,01.02.2021 11:00,0,-16.9,264,2.5
Høvringen II,SN16271,01.02.2021 12:00,0,-14.9,270,1.4
Høvringen II,SN16271,01.02.2021 13:00,0,-15.5,268,2.7
Høvringen II,SN16271,01.02.2021 14:00,0,-15.7,269,1.9
Høvringen II,SN16271,01.02.2021 15:00,0,-16.1,270,0.7
Høvringen II,SN16271,01.02.2021 16:00,0,-17.7,265,2.8
Høvringen II,SN16271,01.02.2021 17:00,0,-18.2,269,1.8
Høvringen II,SN16271,01.02.2021 18:00,0,-18.1,272,3
Høvringen II,SN16271,01.02.2021 19:00,0,-18.4,266,2.5
Høvringen II,SN16271,01.02.2021 20:00,0,-16.8,266,2.4
Høvringen II,SN16271,01.02.2021 21:00,0,-17.2,268,2.6
Høvringen II,SN16271,01.02.2021 22:00,0,-17.7,277,2.7
Høvringen II,SN16271,01.02.2021 23:00,0,-19.2,260,3.3
Høvringen II,SN16271,02.02.2021 00:00,0,-18.8,263,3.2
Høvringen II,SN16271,02.02.2021 01:00,0,-17.9,270,2.2
Høvringen II,SN16271,02.02.2021 02:00,0,-17.4,266,2.4
Høvringen II,SN16271,02.02.2021 03:00,0,-17.9,269,0.8
Høvringen II,SN16271,02.02.2021 04:00,0,-18.5,268,0.8
Høvringen II,SN16271,02.02.2021 05:00,0,-17.4,270,1.2
Høvringen II,SN16271,02.02.2021 06:00,0,-18.9,270,0.7
Høvringen II,SN16271,02.02.2021 07:00,0,-19.8,265,2
Høvringen II,SN16271,02.02.2021 08:00,0,-19.8,268,1.4
Høvringen II,SN16271,02.02.2021 09:00,0,-20,267,2
